0.000000000000000e+000	0.000000e+000
9.999999717180685e-010	0.000000e+000
1.572314233134315e-009	0.000000e+000
2.716942755966807e-009	0.000000e+000
8.611130656233413e-008	2.660922e-010
1.695056703687015e-007	5.321843e-010
2.529000341750688e-007	7.982765e-010
3.362943979814361e-007	1.064369e-009
4.196887617878035e-007	1.330461e-009
5.030831255941707e-007	1.596553e-009
5.864774894005378e-007	1.862645e-009
1.172527293090774e-006	0.000000e+000
2.075298310541047e-006	0.000000e+000
3.024420902229798e-006	0.000000e+000
3.778728271921171e-006	0.000000e+000
4.372963552974500e-006	1.490116e-008
4.877947048963807e-006	2.980232e-008
5.338894044404572e-006	5.960464e-008
5.776316395288786e-006	8.940697e-008
6.197148534450243e-006	1.192093e-007
6.642554184958064e-006	2.086163e-007
7.051603111386096e-006	3.576279e-007
7.469205482543144e-006	6.556511e-007
7.866385789762133e-006	1.072884e-006
8.271156319618431e-006	1.877546e-006
8.669021912491395e-006	3.218651e-006
9.078940338485047e-006	5.483627e-006
9.496540674663600e-006	9.328127e-006
9.940247197740193e-006	1.609325e-005
1.041693839491635e-005	2.777576e-005
1.095019239520501e-005	4.881620e-005
1.155049048723743e-005	8.684397e-005
1.222461153926615e-005	1.553893e-004
1.295799472022329e-005	2.758503e-004
1.374682187638053e-005	4.856586e-004
1.459365321041298e-005	8.490086e-004
1.552184995641775e-005	1.485050e-003
1.656689544475734e-005	2.614617e-003
1.780334758980141e-005	4.695833e-003
1.934206715537034e-005	8.694351e-003
2.138185695346537e-005	1.686490e-002
2.428197022351291e-005	3.453052e-002
2.814207506733089e-005	6.993997e-002
3.376981283638001e-005	1.472046e-001
4.241083202375164e-005	3.243608e-001
5.661397644573054e-005	7.578971e-001
8.088013588442623e-005	1.796113e+000
1.078730308079861e-004	3.321280e+000
1.462964316889422e-004	6.005581e+000
1.906770079528781e-004	9.594841e+000
2.439566592498391e-004	1.435600e+001
3.034483010610060e-004	2.001104e+001
3.829672901020714e-004	2.784626e+001
4.905199902968234e-004	3.862229e+001
6.309615652636800e-004	5.273974e+001
8.227319972483792e-004	7.185328e+001
1.126339067865403e-003	1.013462e+002
1.651071657978230e-003	1.495929e+002
2.315037318919823e-003	2.035871e+002
3.291599818919823e-003	2.676189e+002
4.047386591854212e-003	3.039483e+002
4.386945141778277e-003	3.144009e+002
4.728450292629092e-003	3.201218e+002
5.126734077517492e-003	3.230103e+002
5.295461131532638e-003	3.231127e+002
5.377532428254287e-003	3.228879e+002
5.420702253902683e-003	3.227488e+002
5.461937116045828e-003	3.226158e+002
5.544406840332116e-003	3.223499e+002
5.709346288904692e-003	3.218190e+002
6.039225186049844e-003	3.207604e+002
6.698982980340150e-003	3.186545e+002
7.675545480340150e-003	3.155602e+002
8.652107980340150e-003	3.124936e+002
9.628670480340150e-003	3.094567e+002
1.060523298034015e-002	3.064493e+002
1.158179548034015e-002	3.034712e+002
1.255835798034015e-002	3.005206e+002
1.334378067893191e-002	2.981653e+002
1.360795619552383e-002	2.974714e+002
1.371632952300432e-002	2.974532e+002
1.375857581817353e-002	2.977326e+002
1.378131980470610e-002	2.980840e+002
1.380837341323401e-002	2.986888e+002
1.386248063028982e-002	3.001441e+002
1.391256881886448e-002	3.016487e+002
1.395720743843911e-002	3.030703e+002
1.402127363354093e-002	3.051268e+002
1.409637204863104e-002	3.074516e+002
1.422595917336378e-002	3.111652e+002
1.435409696219157e-002	3.143450e+002
1.456005916294370e-002	3.181498e+002
1.492550258644691e-002	3.220037e+002
1.527230641880242e-002	3.229662e+002
1.559895046045038e-002	3.222932e+002
1.586468138496872e-002	3.214396e+002
1.612480960888144e-002	3.206051e+002
1.664506605670689e-002	3.189444e+002
1.762162855670689e-002	3.158484e+002
1.859819105670689e-002	3.127789e+002
1.957475355670689e-002	3.097393e+002
2.055131605670689e-002	3.067292e+002
2.152787855670689e-002	3.037483e+002
2.250444105670689e-002	3.007965e+002
