0.000000000000000e+000	2.116527e+002
9.999999717180685e-010	2.116527e+002
1.999999943436137e-009	2.116527e+002
3.999999886872274e-009	2.116527e+002
7.999999773744548e-009	2.116527e+002
1.599999954748910e-008	2.116527e+002
3.199999909497819e-008	2.116527e+002
6.399999818995639e-008	2.116527e+002
1.279999963799128e-007	2.116527e+002
2.559999927598256e-007	2.116527e+002
5.119999855196511e-007	2.116527e+002
1.023999971039302e-006	2.116527e+002
2.047999942078604e-006	2.116527e+002
4.095999884157209e-006	2.116527e+002
8.191999768314418e-006	2.116526e+002
1.638399953662884e-005	2.116522e+002
3.276799907325767e-005	2.116489e+002
6.553599814651534e-005	2.116283e+002
1.310719962930307e-004	2.115233e+002
2.382188492506557e-004	2.111715e+002
3.732949878358200e-004	2.103568e+002
5.992542915858234e-004	2.079273e+002
1.051172899085831e-003	2.008690e+002
1.202172990364979e-003	1.978330e+002
1.307444883880859e-003	1.953584e+002
1.364645616025737e-003	1.939455e+002
1.408429812096525e-003	1.928406e+002
1.458084970314181e-003	1.915799e+002
1.470810955823087e-003	1.912566e+002
1.491100530098523e-003	1.907417e+002
1.501520064672400e-003	1.904776e+002
1.512000307546275e-003	1.902123e+002
1.522438207423570e-003	1.899485e+002
1.533943633638219e-003	1.896582e+002
1.548785653657209e-003	1.892843e+002
1.569224868612148e-003	1.887708e+002
1.598236367096447e-003	1.880445e+002
1.639353580058733e-003	1.870187e+002
1.656105661748664e-003	1.866021e+002
1.668370110750553e-003	1.862979e+002
1.673250054119785e-003	1.861770e+002
1.679947177965046e-003	1.860113e+002
1.682327261527469e-003	1.859524e+002
1.684372777347137e-003	1.859019e+002
1.685717007989694e-003	1.858686e+002
1.686903607989463e-003	1.858393e+002
1.687922830811153e-003	1.858141e+002
1.688936473057373e-003	1.857891e+002
1.689988601879254e-003	1.857631e+002
1.691120114021584e-003	1.857353e+002
1.692542721146849e-003	1.857003e+002
1.694196037871262e-003	1.856598e+002
1.695786957695289e-003	1.856212e+002
1.697466687852830e-003	1.855810e+002
1.699380607339035e-003	1.855362e+002
1.701909682398439e-003	1.854802e+002
1.706064633057119e-003	1.853965e+002
1.710489733971181e-003	1.853203e+002
1.714990909337491e-003	1.852603e+002
1.721327676022474e-003	1.852069e+002
1.730697329125745e-003	1.851872e+002
1.745663504685385e-003	1.852821e+002
1.775595855804665e-003	1.857288e+002
1.805032487061773e-003	1.863692e+002
1.834429957301748e-003	1.871416e+002
1.861712496531097e-003	1.879144e+002
1.897807733052921e-003	1.889626e+002
1.960904731939884e-003	1.907765e+002
2.056096264726011e-003	1.934090e+002
2.161060088911739e-003	1.960908e+002
2.352984228079908e-003	2.002713e+002
2.725159286392669e-003	2.060468e+002
3.290903049679539e-003	2.089205e+002
4.180193452721401e-003	2.036011e+002
4.486717043634242e-003	1.987466e+002
4.687364432450530e-003	1.941925e+002
4.763878391611401e-003	1.922973e+002
4.869093120805885e-003	1.896362e+002
4.932032023814210e-003	1.880537e+002
4.977451858988956e-003	1.869197e+002
4.998228616870340e-003	1.864034e+002
5.009577242880065e-003	1.861221e+002
5.015496776102964e-003	1.859756e+002
5.018712083760013e-003	1.858961e+002
5.020666127562226e-003	1.858478e+002
5.021785275895261e-003	1.858202e+002
5.022823648756499e-003	1.857946e+002
5.023942473306423e-003	1.857670e+002
5.025106371627186e-003	1.857383e+002
5.026593589715162e-003	1.857018e+002
5.028262961824722e-003	1.856610e+002
5.029833152782069e-003	1.856229e+002
5.031574804913352e-003	1.855814e+002
5.033558931489128e-003	1.855355e+002
5.036422572652091e-003	1.854729e+002
5.040285575637447e-003	1.853966e+002
5.044550203666226e-003	1.853251e+002
